violation_budget,damage_budget,method,seed,n,task_success,force_violation_rate,damage_rate,latent_force_accuracy,stale_memory_false_positive,missed_memory_false_negative,force_risk_ece,planning_cost,planning_regret_to_oracle,robust_utility,probe_intervention_rate,deployment_coverage
0.050000,0.050000,adaptive_impedance_mpc,0,1152,0.003472,0.000000,0.000000,0.418403,0.053819,0.256076,0.029349,0.443986,0.346681,0.001711,0.101850,0.007812
0.050000,0.050000,adaptive_impedance_mpc,1,1152,0.003472,0.000000,0.000000,0.408854,0.052083,0.257812,0.029749,0.443934,0.346575,0.002146,0.101850,0.010417
0.050000,0.050000,adaptive_impedance_mpc,2,1152,0.006944,0.000000,0.000000,0.388889,0.056424,0.250868,0.029901,0.443865,0.345879,0.002989,0.101850,0.013889
0.050000,0.050000,adaptive_impedance_mpc,3,1152,0.005208,0.000868,0.000000,0.407986,0.062500,0.258681,0.029769,0.443952,0.346264,0.002003,0.101850,0.009549
0.050000,0.050000,adaptive_impedance_mpc,4,1152,0.000868,0.001736,0.000868,0.376736,0.070312,0.243056,0.029726,0.443917,0.345878,0.002438,0.101850,0.011285
0.050000,0.050000,adaptive_impedance_mpc,5,1152,0.001736,0.000000,0.000000,0.378472,0.067708,0.247396,0.029640,0.444038,0.345619,0.001061,0.101850,0.005208
0.050000,0.050000,adaptive_impedance_mpc,6,1152,0.005208,0.001736,0.000000,0.380208,0.059028,0.244792,0.029263,0.443934,0.346020,0.002314,0.101850,0.010417
0.050000,0.050000,adaptive_impedance_mpc,7,1152,0.001736,0.000000,0.000000,0.386285,0.062500,0.242188,0.029169,0.443969,0.345633,0.001803,0.101850,0.008681
0.050000,0.050000,adaptive_impedance_mpc,8,1152,0.002604,0.000000,0.000000,0.388021,0.057292,0.230035,0.030138,0.443969,0.346340,0.001938,0.101850,0.008681
0.050000,0.050000,adaptive_impedance_mpc,9,1152,0.005208,0.000000,0.000000,0.377604,0.062500,0.261285,0.029654,0.443934,0.344683,0.002230,0.101850,0.010417
0.050000,0.050000,conformal_risk_filter,0,1152,0.000000,0.000000,0.000000,0.300347,0.059896,0.361111,0.013831,0.424813,0.489248,0.000000,0.102750,0.000000
0.050000,0.050000,conformal_risk_filter,1,1152,0.000000,0.000000,0.000000,0.298611,0.049479,0.377604,0.013766,0.424813,0.489100,0.000000,0.102750,0.000000
0.050000,0.050000,conformal_risk_filter,2,1152,0.000000,0.000000,0.000000,0.282986,0.052083,0.368924,0.013726,0.424813,0.489231,0.000000,0.102750,0.000000
0.050000,0.050000,conformal_risk_filter,3,1152,0.000000,0.000000,0.000000,0.302951,0.065972,0.342882,0.013619,0.424813,0.488528,0.000000,0.102750,0.000000
0.050000,0.050000,conformal_risk_filter,4,1152,0.000000,0.000000,0.000000,0.299479,0.056424,0.356771,0.013980,0.424813,0.488889,0.000000,0.102750,0.000000
0.050000,0.050000,conformal_risk_filter,5,1152,0.000000,0.000000,0.000000,0.307292,0.053819,0.348090,0.013320,0.424813,0.489791,0.000000,0.102750,0.000000
0.050000,0.050000,conformal_risk_filter,6,1152,0.000000,0.000000,0.000000,0.282986,0.057292,0.369792,0.013599,0.424813,0.488372,0.000000,0.102750,0.000000
0.050000,0.050000,conformal_risk_filter,7,1152,0.000000,0.000000,0.000000,0.289062,0.050347,0.350694,0.013402,0.424813,0.488884,0.000000,0.102750,0.000000
0.050000,0.050000,conformal_risk_filter,8,1152,0.000000,0.000000,0.000000,0.302083,0.046875,0.354167,0.013968,0.424813,0.489054,0.000000,0.102750,0.000000
0.050000,0.050000,conformal_risk_filter,9,1152,0.000000,0.000000,0.000000,0.313368,0.062500,0.343750,0.013427,0.424813,0.488608,0.000000,0.102750,0.000000
0.050000,0.050000,online_residual_system_id,0,1152,0.000000,0.000000,0.000000,0.425347,0.074653,0.234375,0.040109,0.405662,0.350427,0.000000,0.095250,0.000000
0.050000,0.050000,online_residual_system_id,1,1152,0.000000,0.000000,0.000000,0.414931,0.075521,0.230903,0.039939,0.405662,0.351180,0.000000,0.095250,0.000000
0.050000,0.050000,online_residual_system_id,2,1152,0.000000,0.000000,0.000000,0.394097,0.066840,0.228299,0.040067,0.405662,0.349001,0.000000,0.095250,0.000000
0.050000,0.050000,online_residual_system_id,3,1152,0.000000,0.000000,0.000000,0.408854,0.076389,0.236111,0.039799,0.405662,0.350426,0.000000,0.095250,0.000000
0.050000,0.050000,online_residual_system_id,4,1152,0.000000,0.000000,0.000000,0.420139,0.066840,0.226562,0.039582,0.405662,0.350200,0.000000,0.095250,0.000000
0.050000,0.050000,online_residual_system_id,5,1152,0.000000,0.000000,0.000000,0.400174,0.065104,0.249132,0.039921,0.405662,0.350473,0.000000,0.095250,0.000000
0.050000,0.050000,online_residual_system_id,6,1152,0.000000,0.000000,0.000000,0.408854,0.065972,0.256076,0.039806,0.405662,0.349323,0.000000,0.095250,0.000000
0.050000,0.050000,online_residual_system_id,7,1152,0.000000,0.000000,0.000000,0.432292,0.081597,0.224826,0.039632,0.405662,0.350626,0.000000,0.095250,0.000000
0.050000,0.050000,online_residual_system_id,8,1152,0.000000,0.000000,0.000000,0.407986,0.072049,0.266493,0.040367,0.405662,0.350830,0.000000,0.095250,0.000000
0.050000,0.050000,online_residual_system_id,9,1152,0.000000,0.000000,0.000000,0.413194,0.071181,0.230035,0.040060,0.405662,0.350658,0.000000,0.095250,0.000000
0.050000,0.050000,particle_filter_force_belief_mpc,0,1152,0.000000,0.000000,0.000000,0.533854,0.055556,0.210938,0.034065,0.480380,0.253986,0.000729,0.114150,0.002604
0.050000,0.050000,particle_filter_force_belief_mpc,1,1152,0.000868,0.000000,0.000000,0.559896,0.059028,0.216146,0.034195,0.480415,0.254176,0.000233,0.114150,0.000868
0.050000,0.050000,particle_filter_force_belief_mpc,2,1152,0.002604,0.000000,0.000000,0.546007,0.052083,0.236111,0.033893,0.480294,0.254313,0.001999,0.114150,0.006944
0.050000,0.050000,particle_filter_force_belief_mpc,3,1152,0.000000,0.000868,0.000000,0.565972,0.060764,0.203125,0.033852,0.480398,0.254664,0.000484,0.114150,0.001736
0.050000,0.050000,particle_filter_force_belief_mpc,4,1152,0.005208,0.000000,0.000000,0.552951,0.060764,0.203125,0.034166,0.480294,0.255500,0.001887,0.114150,0.006944
0.050000,0.050000,particle_filter_force_belief_mpc,5,1152,0.000868,0.000000,0.000000,0.564236,0.051215,0.197917,0.033894,0.480363,0.254228,0.000920,0.114150,0.003472
0.050000,0.050000,particle_filter_force_belief_mpc,6,1152,0.000868,0.000000,0.000000,0.563368,0.064236,0.188368,0.034032,0.480328,0.253789,0.001449,0.114150,0.005208
0.050000,0.050000,particle_filter_force_belief_mpc,7,1152,0.004340,0.000868,0.000000,0.583333,0.060764,0.201389,0.033807,0.480294,0.253170,0.001863,0.114150,0.006944
0.050000,0.050000,particle_filter_force_belief_mpc,8,1152,0.004340,0.000000,0.000000,0.576389,0.063368,0.210069,0.034551,0.480311,0.254708,0.001686,0.114150,0.006076
0.050000,0.050000,particle_filter_force_belief_mpc,9,1152,0.002604,0.000000,0.000868,0.557292,0.052951,0.199653,0.034039,0.480363,0.254487,0.000957,0.114150,0.003472
0.050000,0.050000,proposed_force_memory_transformer_v4,0,1152,0.000000,0.000000,0.000000,0.592882,0.070312,0.178819,0.044550,0.402022,0.220028,0.000000,0.132450,0.000000
0.050000,0.050000,proposed_force_memory_transformer_v4,1,1152,0.000000,0.000000,0.000000,0.607639,0.051215,0.178819,0.044942,0.402022,0.222341,0.000000,0.132450,0.000000
0.050000,0.050000,proposed_force_memory_transformer_v4,2,1152,0.000000,0.000000,0.000000,0.573785,0.059896,0.171875,0.045015,0.402022,0.221115,0.000000,0.132450,0.000000
0.050000,0.050000,proposed_force_memory_transformer_v4,3,1152,0.000000,0.000000,0.000000,0.553819,0.060764,0.185764,0.044909,0.402022,0.220514,0.000000,0.132450,0.000000
0.050000,0.050000,proposed_force_memory_transformer_v4,4,1152,0.000000,0.000000,0.000000,0.585938,0.060764,0.162326,0.044865,0.402022,0.220741,0.000000,0.132450,0.000000
0.050000,0.050000,proposed_force_memory_transformer_v4,5,1152,0.000000,0.000000,0.000000,0.568576,0.053819,0.207465,0.044451,0.402022,0.219902,0.000000,0.132450,0.000000
0.050000,0.050000,proposed_force_memory_transformer_v4,6,1152,0.000000,0.000000,0.000000,0.605035,0.056424,0.190972,0.044467,0.402022,0.219371,0.000000,0.132450,0.000000
0.050000,0.050000,proposed_force_memory_transformer_v4,7,1152,0.000000,0.000000,0.000000,0.558160,0.051215,0.190972,0.044370,0.402022,0.221124,0.000000,0.132450,0.000000
0.050000,0.050000,proposed_force_memory_transformer_v4,8,1152,0.000000,0.000000,0.000000,0.596354,0.065972,0.196181,0.045262,0.402022,0.220979,0.000000,0.132450,0.000000
0.050000,0.050000,proposed_force_memory_transformer_v4,9,1152,0.000000,0.000000,0.000000,0.587674,0.056424,0.185764,0.044621,0.402022,0.220503,0.000000,0.132450,0.000000
0.050000,0.050000,risk_calibrated_force_memory_transformer_v5,0,1152,0.363715,0.019097,0.006944,0.712674,0.026042,0.134549,0.017318,0.434347,0.076837,0.283199,0.155850,0.514757
0.050000,0.050000,risk_calibrated_force_memory_transformer_v5,1,1152,0.372396,0.017361,0.004340,0.723090,0.024306,0.125868,0.017465,0.434434,0.076114,0.280005,0.155850,0.510417
0.050000,0.050000,risk_calibrated_force_memory_transformer_v5,2,1152,0.337674,0.019965,0.006944,0.726562,0.026910,0.108507,0.017442,0.434399,0.075227,0.281900,0.155850,0.512153
0.050000,0.050000,risk_calibrated_force_memory_transformer_v5,3,1152,0.366319,0.019965,0.004340,0.723958,0.025174,0.131944,0.017554,0.434122,0.077598,0.287098,0.155850,0.526042
0.050000,0.050000,risk_calibrated_force_memory_transformer_v5,4,1152,0.342014,0.013889,0.007812,0.740451,0.026042,0.120660,0.017452,0.434278,0.076057,0.284696,0.155850,0.518229
0.050000,0.050000,risk_calibrated_force_memory_transformer_v5,5,1152,0.362847,0.020833,0.003472,0.748264,0.025174,0.145833,0.017223,0.434417,0.076580,0.280736,0.155850,0.511285
0.050000,0.050000,risk_calibrated_force_memory_transformer_v5,6,1152,0.360243,0.016493,0.006944,0.723090,0.019965,0.135417,0.017328,0.434191,0.076028,0.286924,0.155850,0.522569
0.050000,0.050000,risk_calibrated_force_memory_transformer_v5,7,1152,0.365451,0.016493,0.007812,0.714410,0.021701,0.121528,0.017346,0.434122,0.076631,0.289019,0.155850,0.526042
0.050000,0.050000,risk_calibrated_force_memory_transformer_v5,8,1152,0.356771,0.020833,0.003472,0.698785,0.028646,0.143229,0.017528,0.434313,0.076945,0.282964,0.155850,0.516493
0.050000,0.050000,risk_calibrated_force_memory_transformer_v5,9,1152,0.359375,0.021701,0.003472,0.693576,0.024306,0.130208,0.017353,0.434261,0.076443,0.285248,0.155850,0.519097
0.100000,0.080000,adaptive_impedance_mpc,0,1152,0.322917,0.082465,0.056424,0.391493,0.068576,0.255208,0.029504,0.424594,0.346347,0.096977,0.101850,0.977431
0.100000,0.080000,adaptive_impedance_mpc,1,1152,0.340278,0.082465,0.053819,0.371528,0.057292,0.250868,0.029760,0.424507,0.345323,0.097649,0.101850,0.981771
0.100000,0.080000,adaptive_impedance_mpc,2,1152,0.336806,0.081597,0.052083,0.404514,0.049479,0.236979,0.029529,0.424472,0.345656,0.096888,0.101850,0.983507
0.100000,0.080000,adaptive_impedance_mpc,3,1152,0.337674,0.083333,0.056424,0.385417,0.052083,0.247396,0.029619,0.424577,0.346330,0.096693,0.101850,0.978299
0.100000,0.080000,adaptive_impedance_mpc,4,1152,0.357639,0.076389,0.055556,0.394965,0.060764,0.255208,0.029631,0.424542,0.346505,0.096094,0.101850,0.980035
0.100000,0.080000,adaptive_impedance_mpc,5,1152,0.342882,0.089410,0.046007,0.374132,0.037326,0.246528,0.029689,0.424559,0.345257,0.097477,0.101850,0.979167
0.100000,0.080000,adaptive_impedance_mpc,6,1152,0.335938,0.072917,0.029514,0.373264,0.064236,0.250000,0.029815,0.424507,0.345501,0.097092,0.101850,0.981771
0.100000,0.080000,adaptive_impedance_mpc,7,1152,0.359375,0.072917,0.049479,0.394097,0.052951,0.260417,0.029155,0.424611,0.346377,0.096951,0.101850,0.976562
0.100000,0.080000,adaptive_impedance_mpc,8,1152,0.354167,0.078125,0.052083,0.379340,0.061632,0.217882,0.030125,0.424542,0.345945,0.095920,0.101850,0.980035
0.100000,0.080000,adaptive_impedance_mpc,9,1152,0.335938,0.074653,0.046007,0.382812,0.065972,0.259549,0.029287,0.424507,0.346443,0.096577,0.101850,0.981771
0.100000,0.080000,conformal_risk_filter,0,1152,0.130208,0.051215,0.028646,0.327257,0.059028,0.352431,0.013829,0.412799,0.489196,-0.020706,0.102750,0.600694
0.100000,0.080000,conformal_risk_filter,1,1152,0.137153,0.055556,0.031250,0.301215,0.053819,0.326389,0.013878,0.412573,0.488218,-0.021348,0.102750,0.611979
0.100000,0.080000,conformal_risk_filter,2,1152,0.141493,0.059896,0.035590,0.302951,0.072049,0.363715,0.013550,0.412278,0.488429,-0.022829,0.102750,0.626736
0.100000,0.080000,conformal_risk_filter,3,1152,0.126736,0.049479,0.026910,0.307292,0.053819,0.351562,0.013798,0.412556,0.489305,-0.023006,0.102750,0.612847
0.100000,0.080000,conformal_risk_filter,4,1152,0.145833,0.059896,0.036458,0.285590,0.064236,0.342014,0.013453,0.412538,0.489239,-0.022182,0.102750,0.613715
0.100000,0.080000,conformal_risk_filter,5,1152,0.134549,0.057292,0.035590,0.297743,0.052951,0.365451,0.013401,0.412538,0.489696,-0.022757,0.102750,0.613715
0.100000,0.080000,conformal_risk_filter,6,1152,0.118056,0.061632,0.038194,0.322049,0.053819,0.375000,0.013773,0.412573,0.488864,-0.021272,0.102750,0.611979
0.100000,0.080000,conformal_risk_filter,7,1152,0.141493,0.053819,0.046875,0.303819,0.052083,0.381944,0.013253,0.412417,0.488735,-0.021874,0.102750,0.619792
0.100000,0.080000,conformal_risk_filter,8,1152,0.127604,0.048611,0.032986,0.287326,0.055556,0.342014,0.013867,0.412799,0.488688,-0.021244,0.102750,0.600694
0.100000,0.080000,conformal_risk_filter,9,1152,0.130208,0.054688,0.030382,0.303819,0.047743,0.344618,0.013280,0.412347,0.488059,-0.022376,0.102750,0.623264
0.100000,0.080000,online_residual_system_id,0,1152,0.187500,0.056424,0.038194,0.427951,0.072917,0.251736,0.040005,0.394274,0.349418,0.022681,0.095250,0.569444
0.100000,0.080000,online_residual_system_id,1,1152,0.166667,0.051215,0.035590,0.394965,0.065104,0.250868,0.039823,0.394499,0.348990,0.022365,0.095250,0.558160
0.100000,0.080000,online_residual_system_id,2,1152,0.187500,0.054688,0.041667,0.387153,0.068576,0.231771,0.040361,0.394222,0.351010,0.022003,0.095250,0.572049
0.100000,0.080000,online_residual_system_id,3,1152,0.193576,0.046875,0.042535,0.431424,0.078993,0.251736,0.039897,0.394117,0.351511,0.022192,0.095250,0.577257
0.100000,0.080000,online_residual_system_id,4,1152,0.163194,0.053819,0.039062,0.403646,0.078993,0.231771,0.040195,0.394291,0.350650,0.022428,0.095250,0.568576
0.100000,0.080000,online_residual_system_id,5,1152,0.184896,0.046007,0.036458,0.402778,0.077257,0.229167,0.039901,0.394326,0.349378,0.022845,0.095250,0.566840
0.100000,0.080000,online_residual_system_id,6,1152,0.177951,0.045139,0.045139,0.388021,0.065972,0.244792,0.040286,0.394256,0.350143,0.022318,0.095250,0.570312
0.100000,0.080000,online_residual_system_id,7,1152,0.184896,0.039062,0.039062,0.420139,0.061632,0.249132,0.039955,0.393978,0.350649,0.023285,0.095250,0.584201
0.100000,0.080000,online_residual_system_id,8,1152,0.174479,0.044271,0.035590,0.394097,0.058160,0.222222,0.040400,0.394708,0.349660,0.022399,0.095250,0.547743
0.100000,0.080000,online_residual_system_id,9,1152,0.179688,0.035590,0.050347,0.403646,0.072917,0.231771,0.040056,0.394169,0.352046,0.021953,0.095250,0.574653
0.100000,0.080000,particle_filter_force_belief_mpc,0,1152,0.401042,0.082465,0.052083,0.548611,0.049479,0.188368,0.034128,0.462290,0.253814,0.142385,0.114150,0.907118
0.100000,0.080000,particle_filter_force_belief_mpc,1,1152,0.383681,0.097222,0.039062,0.577257,0.058160,0.190972,0.034308,0.462273,0.254704,0.142402,0.114150,0.907986
0.100000,0.080000,particle_filter_force_belief_mpc,2,1152,0.399306,0.089410,0.057292,0.538194,0.061632,0.191840,0.034274,0.462221,0.254672,0.141684,0.114150,0.910590
0.100000,0.080000,particle_filter_force_belief_mpc,3,1152,0.379340,0.085069,0.059028,0.574653,0.061632,0.205729,0.034309,0.462290,0.254182,0.142509,0.114150,0.907118
0.100000,0.080000,particle_filter_force_belief_mpc,4,1152,0.388889,0.082465,0.059896,0.572917,0.065972,0.210069,0.034233,0.462394,0.255125,0.141015,0.114150,0.901910
0.100000,0.080000,particle_filter_force_belief_mpc,5,1152,0.392361,0.087674,0.050347,0.544271,0.053819,0.197049,0.034043,0.462099,0.253675,0.144141,0.114150,0.916667
0.100000,0.080000,particle_filter_force_belief_mpc,6,1152,0.400174,0.098958,0.052951,0.536458,0.052951,0.182292,0.033978,0.462012,0.254428,0.143202,0.114150,0.921007
0.100000,0.080000,particle_filter_force_belief_mpc,7,1152,0.364583,0.076389,0.051215,0.540799,0.052951,0.182292,0.033856,0.462169,0.254153,0.142767,0.114150,0.913194
0.100000,0.080000,particle_filter_force_belief_mpc,8,1152,0.395833,0.094618,0.049479,0.572917,0.071181,0.197049,0.034365,0.462064,0.255931,0.141525,0.114150,0.918403
0.100000,0.080000,particle_filter_force_belief_mpc,9,1152,0.372396,0.087674,0.065104,0.553819,0.047743,0.197917,0.033962,0.462238,0.252886,0.143431,0.114150,0.909722
0.100000,0.080000,proposed_force_memory_transformer_v4,0,1152,0.243924,0.065104,0.046007,0.576389,0.059028,0.207465,0.044662,0.389332,0.221007,0.084313,0.132450,0.634549
0.100000,0.080000,proposed_force_memory_transformer_v4,1,1152,0.262153,0.068576,0.036458,0.600694,0.055556,0.181424,0.044750,0.389453,0.222115,0.083067,0.132450,0.628472
0.100000,0.080000,proposed_force_memory_transformer_v4,2,1152,0.257812,0.059896,0.039931,0.573785,0.055556,0.177083,0.044596,0.388984,0.220263,0.086375,0.132450,0.651910
0.100000,0.080000,proposed_force_memory_transformer_v4,3,1152,0.270833,0.066840,0.041667,0.602431,0.054688,0.173611,0.044596,0.388950,0.220617,0.086902,0.132450,0.653646
0.100000,0.080000,proposed_force_memory_transformer_v4,4,1152,0.252604,0.058160,0.046007,0.553819,0.059896,0.189236,0.044630,0.389349,0.220902,0.084746,0.132450,0.633681
0.100000,0.080000,proposed_force_memory_transformer_v4,5,1152,0.238715,0.055556,0.046875,0.592882,0.043403,0.190104,0.044919,0.389141,0.220733,0.085032,0.132450,0.644097
0.100000,0.080000,proposed_force_memory_transformer_v4,6,1152,0.250868,0.053819,0.050347,0.552083,0.062500,0.198785,0.044455,0.389054,0.222561,0.084788,0.132450,0.648438
0.100000,0.080000,proposed_force_memory_transformer_v4,7,1152,0.266493,0.061632,0.059028,0.586806,0.072917,0.195312,0.044196,0.388759,0.220727,0.087748,0.132450,0.663194
0.100000,0.080000,proposed_force_memory_transformer_v4,8,1152,0.242188,0.061632,0.039062,0.586806,0.065972,0.199653,0.045159,0.389384,0.221201,0.084166,0.132450,0.631944
0.100000,0.080000,proposed_force_memory_transformer_v4,9,1152,0.270833,0.064236,0.046875,0.598090,0.065972,0.180556,0.044507,0.388984,0.219916,0.086641,0.132450,0.651910
0.100000,0.080000,risk_calibrated_force_memory_transformer_v5,0,1152,0.680556,0.058160,0.018229,0.743056,0.030382,0.140625,0.017370,0.424642,0.076182,0.504825,0.155850,1.000000
0.100000,0.080000,risk_calibrated_force_memory_transformer_v5,1,1152,0.669271,0.059028,0.019097,0.719618,0.033854,0.125868,0.017455,0.424642,0.075716,0.505383,0.155850,1.000000
0.100000,0.080000,risk_calibrated_force_memory_transformer_v5,2,1152,0.676215,0.059896,0.021701,0.717014,0.032118,0.121528,0.017478,0.424642,0.077252,0.503639,0.155850,1.000000
0.100000,0.080000,risk_calibrated_force_memory_transformer_v5,3,1152,0.672743,0.059028,0.026042,0.742188,0.030382,0.138021,0.017417,0.424642,0.076206,0.504750,0.155850,1.000000
0.100000,0.080000,risk_calibrated_force_memory_transformer_v5,4,1152,0.669271,0.056424,0.023438,0.720486,0.032986,0.131076,0.017514,0.424642,0.076091,0.505073,0.155850,1.000000
0.100000,0.080000,risk_calibrated_force_memory_transformer_v5,5,1152,0.678819,0.043403,0.019965,0.739583,0.034722,0.128472,0.017314,0.424642,0.076452,0.505151,0.155850,1.000000
0.100000,0.080000,risk_calibrated_force_memory_transformer_v5,6,1152,0.660590,0.052083,0.027778,0.717014,0.026910,0.133681,0.017385,0.424642,0.076630,0.504937,0.155850,1.000000
0.100000,0.080000,risk_calibrated_force_memory_transformer_v5,7,1152,0.688368,0.045139,0.013889,0.717014,0.032986,0.119792,0.017238,0.424642,0.075452,0.506569,0.155850,1.000000
0.100000,0.080000,risk_calibrated_force_memory_transformer_v5,8,1152,0.692708,0.064236,0.013889,0.728299,0.027778,0.126736,0.017414,0.424642,0.077525,0.502881,0.155850,1.000000
0.100000,0.080000,risk_calibrated_force_memory_transformer_v5,9,1152,0.677951,0.046007,0.021701,0.720486,0.030382,0.141493,0.017405,0.424642,0.076763,0.504619,0.155850,1.000000
